,text,class_id,website
2886,"The New Yorker's cruciverbalists, Anna Shechtman and Erik Agard, discuss dating, pop culture, and the art of the clue in the new age of crossword puzzles.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Inside the Minds of Crossword-Puzzle Creators | The New Yorker",0,The New Yorker
2887,"MRCTV traveled to the liberal bastion of Greenwich Village, New York where Dan Joseph took to the streets and asked leftists how they thought the Obamacare roll-out was going so far.

Subscribe to MRCTV's YouTube channel: https://www.youtube.com/channel/UCpugeZUO4F8H7YC_H_EDirA/?sub_confirmation=1
Visit MRCTV's website: https://www.mrctv.org/
Find MRCTV on Facebook: https://www.facebook.com/mrctv
Follow MRCTV on Twitter: https://twitter.com/mrctv",1,MRCTV
2888,"Pope Francis is coming under fire for bringing so-called pagan idols into the Vatican. One America's Jack Posobiec spoke to a Catholic author to learn more.

Visit us at:

Website: https://www.oann.com

Facebook: https://www.facebook.com/OneAmericaNewsNetwork

Twitter: https://twitter.com/OANN",1,One America News Network
2889,"A debate over life is commencing this week, with the Senate set to vote on a historic measure that would ban abortions nationwide after 20 weeks. To document what life looks like getting close to this stage in development, The Daily Signal followed Shannon Schreiber and her husband Mark, who works at The Heritage Foundation, to the ultrasound of their 18-week-old baby at Annapolis Pregnancy Clinic.

Still haven’t subscribed to The Daily Signal on YouTube? Click here ► https://bit.ly/2oz8N1I

Follow The Daily Signal on Facebook: https://www.facebook.com/TheDailySignalNews/

Follow The Daily Signal on Twitter: https://twitter.com/DailySignal

Follow The Daily Signal on Instagram: https://www.instagram.com/thedailysignal/?hl=en",1,The Daily Signal
2890,"By now, much of America knows the name David Dorn. He was a 77-year-old black man, a retired police captain, and he was shot in the head last week in St. Louis trying to protect his friend’s pawnshop from looters. The face you might not know is this one. This is 24-year-old Stephan Cannon, who was arrested yesterday in connection with the shooting. Notice how he’s not a white cop.",1,MRCTV
2891,"When Francine Hughes murdered her husband after enduring years of abuse, a debate about domestic violence was ignited, making her story both a high point and an aberration in how such cases would be handled in the years to come.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


How a Murder Case Brought Domestic Violence to Light | The New Yorker",0,The New Yorker
2892,Ami Horowitz traveled to the Twin Cities to ask Somali Americans whether they prefer to live under sharia law or American law.,1,National Review
2893,"Sen. Ted Cruz was asked about Speaker John Boehner's resignation, and the rumors that he cut one last deal with Pelosi to fund the Obama administration through the end of its tenure.",1,Conservative Review
2894,"Mark Ruffalo visited the Dakota Access pipeline protest and discusses his experience with Jake Tapper.


Read more:
https://www.dailykos.com
https://www.facebook.com/dailykos",0,Daily Kos
2895,"Thursday, September 24, 2020: Join the RSBN crew for live coverage as President Donald J. Trump holds a campaign event at Jacksonville International Airport in Jacksonville, FL.

Donald J. Trump for President, Inc. announced that President Donald J. Trump will host Great American Comeback events in Jacksonville, Florida on Thursday, September 24th, 2020 at 7:00 PM EDT and Middletown, Pennsylvania on Saturday, September 26th, 2020 at 7:00 PM EDT.

Watch LIVE: President Trump Holds Campaign Event in Jacksonville, FL 9/24/20

Trump rally live in Jacksonville


🔴  Subscribe to RSBN for more LIVE streams and Breaking NEWS: http://bit.ly/2gDGbkh

🔴  Donate to RSBN and help keep us on the air: http://rsbn.tv/donate

🔴  Follow us on Twitter for breaking news updates: http://twitter.com/RSBNetwork

🔴  Like us on Facebook for more live streams and updates: http://facebook.com/rightsidebroadcasting",1,Right Side Broadcasting Network
2896,"2010 Census supervisors in NJ systematically encourage employees to commit payroll fraud in the 2010 Census.  Song ""That Day"" Used with Permission Copyright 2009 Anthony Dini Music http://bit.ly/GBrHh

Produced by James O'Keefe and co-produced by Christian Hartsock.",1,Project Veritas
2897,"In Part 2 of Ann-Marie Murrell's interview with actor Rob Schneider and 2013 CA gubernatorial candidate Tim Donnelly, they talk about the daunting task of getting conservative Donnelly elected governor when the ""Establishment"" doesn't necessarily want to support him. 

PolitiChicks.com began as a 2012 weekly web series with an evolving/changing variety of anchors.  They covered politics and current events, meant to inspire, inform and entertain. It's the Conservative answer to 'The View'.  Today it is a respected go-to website in New Media, led by owners Ann-Marie Murrell and Morgan Brittany.  Follow PolitiChicks.com daily

Follow us:
http://www.politichicks.com
http://www.facebook.com/politichicks
http://www.twitter.com/ThePolitiChicks

Shop:
www.politichicks.com",1,PolitiChicks
2898,"Home console video games would be so much different if Gerald Lawson didn't invent the Fairchild Channel F, the first cartridge gaming console. #createblackhistory

Subscribe to The Root: https://goo.gl/QMOjBE
 
Visit us at: http://www.theroot.com/
Like us at: https://www.facebook.com/TheRoot
Follow us at: https://twitter.com/theroot
View us: http://instagram.com/the.root
 
Watch more from Fusion friends:
Fusion: http://fus.in/subscribe
F-Comedy: https://goo.gl/Q27Mf7
Fusion TV: https://goo.gl/1IbZ1B
Gizmodo: https://goo.gl/YTRLAE
Kotaku: https://goo.gl/OcnXv7
Deadspin:  https://goo.gl/An7N8g
Jezebel:  https://goo.gl/XNsnCJ
Lifehacker:  https://goo.gl/3rNmzw
Io9:  https://goo.gl/ismnzP
Jalopnik:  https://goo.gl/u7sDEk
Sploid:  https://goo.gl/4yq2UY",0,The Root
2899,"One America's Pearson Sharp visited the war-torn town of Douma outside the capital of Damascus, looking for evidence of a chemical attack. However, residents there deny the claims of an attack, and say it was staged to help the rebels escape.",1,One America News Network
2900,"Hungary has cut its illegal migration problem by 99 percent. Foreign Minister Péter Szijjártó explains how to Breitbart's Deputy Political Editor Amanda House.
...
Read More:

https://www.breitbart.com/big-government/2018/07/02/exclusive-hungarians-warn-u-s-illegal-migration-cant-be-controlled-without-strong-border/

https://www.breitbart.com/london/2018/07/01/hungary-backs-salvini-gamechanging-shut-ports-illegals-eu-leaders-all-talk-no-action/

https://www.breitbart.com/london/2018/07/01/hungarian-hypocrisy-political-correctness-migration-enabled-terrorism/

http://www.breitbart.com/national-security/2018/06/29/exclusive-hungarian-foreign-minister-we-have-a-special-responsibility-to-protect-persecuted-christians/",1,Breitbart News
2901,"Read the story here: http://www.campusreform.org/?ID=7909
-----------------------------------------------------------------------------------------------------------

Follow us on Twitter ► http://twitter.com/campusreform
Like us on Facebook ► http://www.facebook.com/CampusReform

Campus Reform, a project of the Leadership Institute, is America's leading site for college news. As a watchdog to the nation's higher education system, Campus Reform exposes bias and abuse on the nation's college campuses.

Our team of professional journalists works alongside student activists and student journalists to report on the conduct and misconduct of university administrators, faculty, and students.

Campus Reform holds itself to rigorous journalism standards and strives to present each story with accuracy, objectivity, and public accountability.",1,Campus Reform
2902,"Ron, a Trump supporter from Maryland, confronted an anti-Trump agitator Monday while waiting to see the president depart the Walter Reed Military Medical Center in Bethesda, Maryland.",1,Breitbart News
2903,"Growing up, Priya Krishna would trade in her mother’s homemade Indian lunches for peanut-butter-and-jelly sandwiches at school. Now that she’s a professional food writer, that shame is finally melting away. Here, she explores making the Indian spice infusion chhonk, a secret ingredient to Indian cooking that she has learned to embrace.

Still haven’t subscribed to The New Yorker on YouTube ►► 
http://bit.ly/newyorkeryoutubesub
 


Priya Krishna Embraces Her Indian Heritage with This Cooking Technique | The New Yorker",0,The New Yorker
2904,"PolitiChicks.com began as a 2012 weekly web series with an evolving/changing variety of anchors.  They covered politics and current events, meant to inspire, inform and entertain. It's the Conservative answer to 'The View'.  Today it is a respected go-to website in New Media, led by owners Ann-Marie Murrell and Morgan Brittany.  Follow PolitiChicks.com daily

Follow us:
http://www.politichicks.com
http://www.facebook.com/politichicks
http://www.twitter.com/ThePolitiChicks

Shop:
www.politichicks.com",1,PolitiChicks
2905,Donald Trump said he will probably skip the Iowa Fox News Debate,1,Conservative Review
2906,"President Trump blasted a White House reporter in the briefing room on Monday for opening her question by saying, “The Paycheck Protection Program has gotten off to a confusing start for small businesses.""",1,Breitbart News
