,index,text,class_id,website,author
1057993,1557950,"+Orient Express No it's not dumb. Considering gays are punishable by death in the Middle East, if your gay brother was visiting Iran or Saudi Arabia, and they stoned him to death for engaging in homosexual activity, then moved here to America, they most likely would not be in jail since they hadn't broken any laws in their home country. Unless you had video of the incident, then likely nothing would happen to him in America either. But that's very ""progressive"" and ""tolerant"" of you to make him a cake still because ""no one is above the law."" Your priorities are really fucked up. These bakers said they've served gays many times before, just didn't want to make a gay marriage wedding cake because it's against their religious beliefs. As long as your religious freedoms don't harm anyone, that should be above all else. It's the First fucking Amendment.
https://www.washingtonpost.com/news/worldviews/wp/2016/06/13/here-are-the-10-countries-where-homosexuality-may-be-punished-by-death-2/?utm_term=.8fbe6cbe5e2c",1,The Daily Signal,Elven Mage Jr
612414,1960015,"I'll try again.

If the government had no power to stop us from drilling then Business couldn't pay them to make the law. 

Where the hell in the constitution does it give congress the right to tell ANYONE if they can drill on their own property?

Am I getting through?

The trouble grew as the government's power grew. Take back the power; problem solved.",0,mediamatters4america,VerbotenDingleberry
431298,1397247,군산시성산면고봉산미군비행장시절나열여섯그해군산시도막직업은해비행장악이용헬기장난문나도독그금형시청공개석사반이절이들이내방반세월미국텔레반총후직업남에방너무써머리가나뻐공부재로현장고봉산안테나오성산기증간첩이북집기상청오크마슬럼프사람사찰비행기날여묵쏘소름지금보고오성산밑하수인절감강도소골드려찜질방복나만보면웃겨목욕탕탈레반느중공쓰그날부럼중국집여자하나남성둘가치다녀내나라촬형싱심더러워보고분슬퍼악이빨주변악스,1,Fox News,박양순
398709,850776,@Sara Kiba oh ya. In 3 1/2 yrs of this peach we've got super spreading idiots who wont wear a mask yet scream about lockdowns. Civil unrest we havent seen in 60yrs. Protests galore. Right Wing wackos trying to kidnap Gov bc they dont like them (wah) tanked economy like we havent seen since the great depression and 211 THOUSAND DEAD AMERICANS that could still b alive but ya he's a real fucking gem.,1,Breitbart News,annie oakley
1020056,1536887,School Indoctrination is 100% a reality. I went to school in NY graduated in 2017 and had to fight tooth and nail against left wing politics being pushed.,1,Fox News,Mason Turner
1763642,188293,"Big pharma is on the boards of major media. 
Criminals for sure !
https://youtu.be/giVY-Qnqd5Q

80 million now have autism according to CDC>
https://youtu.be/Hch33RhTyLg",1,One America News Network,jake glenn
55144,31849,Chris Brimhall and jailed for a very long time,1,One America News Network,Bobby Stephens
982572,1749247,He ask what’s gonna make them money now and she’s it’s best to invest in infrastructure it’s crazy politicians can just say things like that to our face,1,BlazeTV,Leo Luke
1516423,1121516,"""Somehow.......'I told you so'.....just doesn't quite say it""'.  The 0.3 percent doesn't know if they've been shot, fucked, powder burned, or snake bit. This has got to stop.",1,MRCTV,Mike juba
745004,892383,"""Replace it with what's appropriate today"" who the f??k that be then? Who does she considers to be ""appropriate today"" how about the criminal ran Chaz/chop calls himself warlord!",1,Breitbart News,flukeman022
1706368,486111,Michael Lawrence being afraid bit going through with it anyway. That is bravery.,1,Campus Reform,Ron Sutton
1260955,1328327,He scared to get out that why he peak look the window,1,Newsmax TV,Darlene Boone
547195,388998,"This is a way of teaching mental arithmetic, albeit a needlessly complicated one. There are better ways of subtracting by mental arithmetic (in this case either subtract ten then subtract two or vice versa). However in missing out the traditional method the student actually misses some understanding of numbers.

Many of the common core techniques I have seen are actually base on teaching number theory. This is great for the top 0.1% who will go on to study mathematics at university. They are the ones that are good at maths, and will learn this anyway (it is fairly obvious to me, and I did not study maths at university). Those techniques introduce so much complication that they are potentially catastrophic for those who are not good at maths.",1,Campus Reform,Doubting Rich
414233,665593,I've heard that CASINO GUARDS are METICULOUS beyond MEASURE. ESPECIALLY the ones working up above the ceilings.,1,Project Veritas,An Ombre Rose
181791,1312825,"I CANNOT GET MY HEAD AROUND THE FACT THAT DEMOCRATS WILL NOT ALLOW SCRUTINY. RECOUNTS A WASTE OF TIME WITHOUT PROPER ACCOUNTABILITY.  THIS DEMOCRAT PLANNED MESS WILL NEVER BE FULLY INVESTIGATED AS IT'S WAY TOO BIG WITHIN ALLOCATED TIME FRAME. SIMPLY THE PROBLEM,  VOTES AFTER ELECTION DAY NULL & VOID. HAVE TO DRAW A LINE SOMEWHERE.",1,Newsmax TV,j t
61868,858847,"2024! She'd have my vote too.
Today my question is, why do we have aoc in our house and not Candace Owens?",1,Breitbart News,Trump is US
497020,1263403,Good reporting Greg Kelly god  thanks for newsmax 👍👍,1,Newsmax TV,Tommy Nygaard Jensen
758162,899541,"Doesn't look like they need many, but I imagine there are some around the hospital.",1,Breitbart News,sandyk067
103,1241967,Absolutely everyone involved in election fraud needs to be investigated and prosecuted to the absolute fullest extent of the law.,1,Newsmax TV,Mary Fagan
848550,2221453,"I wonder what kind of ""word from the Lord"" Jim was trying to find out when he was boinking Jessica Hahn all those years ago.",0,RWW Blog,Rocket Lawnchair
155074,1100056,"Obama does have socialist policies, but he is not a Socialist. As Social Security is part of society in America.",1,MRCTV,Tom Hickson
1049654,609305,I NEVER BELIEVE DEMOCRATIC PARTY. I NEVER BELIEVE DEMOCRATIC PARTY,1,Right Side Broadcasting Network,Hoa Le
829189,460065,"That young lady in the red dress is ignorant and clueless. The ""white boy"" she's with gets it.",1,Campus Reform,Thad P.
394266,840488,Abhay Liginlal it would shut down the server,1,Breitbart News,Snowflake Slayer
1983506,2215047,"Sorry, very bad example I think.  Stromatolites are not living creatures.  They're *formed* by living creatures.  They are very different today, not because the creatures that made them evolved into something else, but because other living creatures alive now that weren't alive then break them down before they become as big and grand as they used to be.",0,RWW Blog,geodgereturns
1804239,1368447,"The high school students being shunned by their friends is real. By showing even a little skepticism or disagreeing with any of the major points, I've put myself at risk to loose friends faster than if I were to actually stab them in the back. I love the friends that have pushed away, and some of them simply pushed away because I took time to wait and comprehend what's been going on. I've said stupid things as jokes to people I considered friends, but I always try to apologize to them when I've gone too far. People who used to judge me based on my character, now judge me based on whether they think I'm a racist or not.",1,Fox News,DroorznZ3 _
1669420,1130396,@Todd Jones just like his administration.  Trump is clueless.,0,Daily Kos,humanforotherhumans
1696234,340636,"I think that too, But I could be wrong. but BYE- DONE  will not win anyways",1,The First,jeffrey c
646185,1924014,"Cows emit methane more from their mouths than from their anuses.  That's just how they pass gas--- by burping.  Science, go figure",0,The Atlantic,Jonathan Schneider
1627649,1503476,Good thing I'm homeschooling from our home on wheels👍 If I don't like the home location 🔑 Keys in the ignition and bye bye ✌,1,Fox News,Pyro Kitty Kat
762342,2074901,"Everyone is laughing and thinking, for the first time in their careers, ""he's not talking about me""",1,The Daily Wire,Francisco Menano
553742,1462718,Jesus Lord help Juan....he is not well....😓just so sad!,1,Fox News,Richy C
867328,1983598,"@Bullet Anarchy lmfao I'm serious. There's a code set at conseption that defines the race, hair color, eye color etc",1,The Daily Wire,cool cattle
1569186,1122827,"So if this bill passes it sounds like it wouldn't be against any law to shoot anyone you wanted, like Omar, AOC, Pelosi,  Shumer, etc etc. Hmmm might have to think about that one.🤔🤔🤔",1,MRCTV,Bigpapa 58
1440103,1999958,"I like that there is the little fact check box about the election on this when it's just talking about the candidates,and not the election itsself",1,The Daily Wire,walkstheman98
559276,644588,"@Eric Madsen he was worked up, lol. I knew what he meant also......",1,Conservative Review,txman201
980285,1832352,"They may be intelligent, most Intelligent people lack this one certain thing, it's called "" Common Sense "".",0,The Atlantic,pzitry
1772581,224984,Although he did claim to lockdown the country (again) and require mask mandates even outdoors.,1,The Epoch Times,Tina Leubecker
176126,1291896,"@J Hutch again, if you guys have something newsmax doesn’t this is as good a place as any to leave it. Accusing me of refusing to listen to it when I’m asking you for it since I can’t seem to find it anywhere else is pretty poor form tbh",1,Newsmax TV,Magic Mike Pence
